Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5371 | games   640 | time 1s/300s
step 4190 | loss 0.3122 | games 268160 | time 240s/300s
step 4200 | loss 0.2903 | games 268800 | time 241s/300s
step 4210 | loss 0.2758 | games 269440 | time 241s/300s
step 4220 | loss 0.3005 | games 270080 | time 242s/300s
step 4230 | loss 0.2468 | games 270720 | time 243s/300s
step 4240 | loss 0.2845 | games 271360 | time 243s/300s
step 4250 | loss 0.3259 | games 272000 | time 244s/300s
step 4260 | loss 0.3177 | games 272640 | time 244s/300s
step 4270 | loss 0.2997 | games 273280 | time 245s/300s
step 4280 | loss 0.2919 | games 273920 | time 245s/300s
step 4290 | loss 0.2756 | games 274560 | time 246s/300s
step 4300 | loss 0.2714 | games 275200 | time 246s/300s
step 4310 | loss 0.2582 | games 275840 | time 247s/300s
step 4320 | loss 0.2109 | games 276480 | time 248s/300s
step 4330 | loss 0.2220 | games 277120 | time 248s/300s
step 4340 | loss 0.2241 | games 277760 | time 249s/300s
step 4350 | loss 0.2498 | games 278400 | time 249s/300s
step 4360 | loss 0.2351 | games 279040 | time 250s/300s
step 4370 | loss 0.2102 | games 279680 | time 250s/300s
step 4380 | loss 0.2252 | games 280320 | time 251s/300s
step 4390 | loss 0.2184 | games 280960 | time 251s/300s
step 4400 | loss 0.2059 | games 281600 | time 252s/300s
step 4410 | loss 0.2371 | games 282240 | time 252s/300s
step 4420 | loss 0.2214 | games 282880 | time 253s/300s
step 4430 | loss 0.2292 | games 283520 | time 253s/300s
step 4440 | loss 0.2495 | games 284160 | time 254s/300s
step 4450 | loss 0.2111 | games 284800 | time 254s/300s
step 4460 | loss 0.2043 | games 285440 | time 255s/300s
step 4470 | loss 0.2209 | games 286080 | time 255s/300s
step 4480 | loss 0.2355 | games 286720 | time 256s/300s
step 4490 | loss 0.2371 | games 287360 | time 256s/300s
step 4500 | loss 0.2369 | games 288000 | time 257s/300s
step 4510 | loss 0.2535 | games 288640 | time 257s/300s
step 4520 | loss 0.2479 | games 289280 | time 258s/300s
step 4530 | loss 0.2331 | games 289920 | time 258s/300s
step 4540 | loss 0.2418 | games 290560 | time 259s/300s
step 4550 | loss 0.2643 | games 291200 | time 260s/300s
step 4560 | loss 0.2715 | games 291840 | time 260s/300s
step 4570 | loss 0.2591 | games 292480 | time 261s/300s
step 4580 | loss 0.2558 | games 293120 | time 261s/300s
step 4590 | loss 0.2515 | games 293760 | time 262s/300s
step 4600 | loss 0.2180 | games 294400 | time 262s/300s
step 4610 | loss 0.2452 | games 295040 | time 263s/300s
step 4620 | loss 0.2663 | games 295680 | time 264s/300s
