Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15 -> 0.02
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5230 | games   640 | time 1s/300s
step 4600 | loss 0.3455 | games 294400 | time 248s/300s
step 4610 | loss 0.3103 | games 295040 | time 248s/300s
step 4620 | loss 0.3307 | games 295680 | time 249s/300s
step 4630 | loss 0.2659 | games 296320 | time 249s/300s
step 4640 | loss 0.2389 | games 296960 | time 250s/300s
step 4650 | loss 0.1992 | games 297600 | time 250s/300s
step 4660 | loss 0.2966 | games 298240 | time 251s/300s
step 4670 | loss 0.2980 | games 298880 | time 252s/300s
step 4680 | loss 0.2907 | games 299520 | time 252s/300s
step 4690 | loss 0.2625 | games 300160 | time 253s/300s
step 4700 | loss 0.2028 | games 300800 | time 254s/300s
step 4710 | loss 0.2643 | games 301440 | time 254s/300s
step 4720 | loss 0.1390 | games 302080 | time 255s/300s
step 4730 | loss 0.2745 | games 302720 | time 255s/300s
step 4740 | loss 0.3092 | games 303360 | time 256s/300s
step 4750 | loss 0.2271 | games 304000 | time 256s/300s
step 4760 | loss 0.2988 | games 304640 | time 257s/300s
step 4770 | loss 0.3368 | games 305280 | time 258s/300s
step 4780 | loss 0.1941 | games 305920 | time 258s/300s
step 4790 | loss 0.1128 | games 306560 | time 259s/300s
step 4800 | loss 0.2138 | games 307200 | time 259s/300s
step 4810 | loss 0.2985 | games 307840 | time 260s/300s
step 4820 | loss 0.3195 | games 308480 | time 260s/300s
step 4830 | loss 0.3354 | games 309120 | time 261s/300s
step 4840 | loss 0.3552 | games 309760 | time 262s/300s
step 4850 | loss 0.3145 | games 310400 | time 262s/300s
step 4860 | loss 0.3020 | games 311040 | time 263s/300s
step 4870 | loss 0.2159 | games 311680 | time 263s/300s
step 4880 | loss 0.0812 | games 312320 | time 264s/300s
step 4890 | loss 0.1435 | games 312960 | time 264s/300s
step 4900 | loss 0.1170 | games 313600 | time 265s/300s
step 4910 | loss 0.1284 | games 314240 | time 265s/300s
step 4920 | loss 0.3014 | games 314880 | time 266s/300s
step 4930 | loss 0.2737 | games 315520 | time 266s/300s
step 4940 | loss 0.2731 | games 316160 | time 267s/300s
step 4950 | loss 0.2880 | games 316800 | time 267s/300s
step 4960 | loss 0.2860 | games 317440 | time 268s/300s
step 4970 | loss 0.3189 | games 318080 | time 269s/300s
step 4980 | loss 0.3239 | games 318720 | time 269s/300s
step 4990 | loss 0.3287 | games 319360 | time 270s/300s
step 5000 | loss 0.2635 | games 320000 | time 270s/300s
step 5010 | loss 0.2117 | games 320640 | time 271s/300s
step 5020 | loss 0.2281 | games 321280 | time 271s/300s
step 5030 | loss 0.1835 | games 321920 | time 272s/300s
step 5040 | loss 0.2001 | games 322560 | time 273s/300s
step 5050 | loss 0.1494 | games 323200 | time 273s/300s
step 5060 | loss 0.1661 | games 323840 | time 274s/300s
step 5070 | loss 0.1130 | games 324480 | time 274s/300s
step 5080 | loss 0.0188 | games 325120 | time 275s/300s
step 5090 | loss 0.3006 | games 325760 | time 275s/300s
step 5100 | loss 0.3421 | games 326400 | time 275s/300s
step 5110 | loss 0.1407 | games 327040 | time 276s/300s
step 5120 | loss 0.4511 | games 327680 | time 276s/300s
step 5130 | loss 0.1959 | games 328320 | time 277s/300s
step 5140 | loss 0.2911 | games 328960 | time 277s/300s
step 5150 | loss 0.2652 | games 329600 | time 278s/300s
step 5160 | loss 0.2325 | games 330240 | time 278s/300s
step 5170 | loss 0.3762 | games 330880 | time 279s/300s
step 5180 | loss 0.3197 | games 331520 | time 279s/300s
step 5190 | loss 0.1531 | games 332160 | time 279s/300s
step 5200 | loss 0.0805 | games 332800 | time 280s/300s
step 5210 | loss 0.1392 | games 333440 | time 280s/300s
step 5220 | loss 0.2606 | games 334080 | time 281s/300s
step 5230 | loss 0.3184 | games 334720 | time 281s/300s
step 5240 | loss 0.2523 | games 335360 | time 282s/300s
step 5250 | loss 0.2715 | games 336000 | time 282s/300s
step 5260 | loss 0.2459 | games 336640 | time 283s/300s
step 5270 | loss 0.3213 | games 337280 | time 283s/300s
step 5280 | loss 0.0060 | games 337920 | time 284s/300s
step 5290 | loss 0.2617 | games 338560 | time 284s/300s
step 5300 | loss 0.3889 | games 339200 | time 285s/300s
step 5310 | loss 0.2789 | games 339840 | time 285s/300s
step 5320 | loss 0.3248 | games 340480 | time 286s/300s
step 5330 | loss 0.3056 | games 341120 | time 286s/300s
step 5340 | loss 0.3073 | games 341760 | time 287s/300s
step 5350 | loss 0.3267 | games 342400 | time 287s/300s
step 5360 | loss 0.2630 | games 343040 | time 288s/300s
step 5370 | loss 0.3055 | games 343680 | time 288s/300s
step 5380 | loss 0.3211 | games 344320 | time 289s/300s
step 5390 | loss 0.2609 | games 344960 | time 289s/300s
step 5400 | loss 0.1852 | games 345600 | time 290s/300s
step 5410 | loss 0.1136 | games 346240 | time 290s/300s
step 5420 | loss 0.2301 | games 346880 | time 291s/300s
step 5430 | loss 0.1303 | games 347520 | time 291s/300s
step 5440 | loss 0.2493 | games 348160 | time 292s/300s
step 5450 | loss 0.3175 | games 348800 | time 293s/300s
step 5460 | loss 0.3657 | games 349440 | time 293s/300s
step 5470 | loss 0.3227 | games 350080 | time 294s/300s
step 5480 | loss 0.1030 | games 350720 | time 294s/300s
step 5490 | loss 0.2436 | games 351360 | time 295s/300s
step 5500 | loss 0.1841 | games 352000 | time 295s/300s
step 5510 | loss 0.2232 | games 352640 | time 296s/300s
step 5520 | loss 0.1178 | games 353280 | time 296s/300s
step 5530 | loss 0.1649 | games 353920 | time 297s/300s
step 5540 | loss 0.2543 | games 354560 | time 297s/300s
step 5550 | loss 0.2608 | games 355200 | time 298s/300s
step 5560 | loss 0.1977 | games 355840 | time 298s/300s
step 5570 | loss 0.2103 | games 356480 | time 299s/300s
step 5580 | loss 0.2461 | games 357120 | time 299s/300s
step 5590 | loss 0.1483 | games 357760 | time 300s/300s

Training complete: 5594 steps, 358016 games, 300.0s

Evaluating against opponent suite...

Per-opponent results:
  random         : 0.980 win_rate (98W 2L 0D / 100)
  one_step       : 0.500 win_rate (50W 50L 0D / 100)
  minimax_d3     : 0.000 win_rate (0W 100L 0D / 100)
  minimax_d5     : 0.000 win_rate (0W 100L 0D / 100)

---
win_rate:          0.152308
training_seconds:  300.0
total_seconds:     337.4
eval_seconds:      36.5
peak_vram_mb:      95.3
total_games:       358016
num_steps:         5594
num_params:        764872
conv_layers:       3
conv_channels:     64
fc_hidden:         128
entropy_coef:      0.03
